OrderID,ProductID,ProductName,Category,QuantitySold,SellingPrice,DateOfSale,CustomerID,CustomerName,ContactEmail,PhoneNumber,DeliveryAddress,DeliveryDate,DeliveryStatus,Platform,ResellerName,CommissionPercentage
MEE-552238,PID-7920,Headphones,Electronics,8,129.37,2036-09-07,CUST-6906,Chris,customer805@example.com,+91-8315587023,"314 Street, City-21, State-5",2036-09-11,Delivered,Meesho,Reseller1,10.32
MEE-692670,PID-4639,Phone,Fashion,5,202.09,2036-09-08,CUST-5337,Taylor,customer430@example.com,+91-7078582027,"74 Street, City-48, State-22",2036-09-12,In Transit,Meesho,Reseller1,7.3
MEE-724878,PID-7488,Laptop,Electronics,10,613.61,2036-09-09,CUST-5360,Taylor,customer751@example.com,+91-9167281336,"304 Street, City-47, State-14",2036-09-13,Delivered,Meesho,Reseller1,5.93
MEE-897677,PID-6327,Phone,Books,10,805.28,2036-09-10,CUST-9581,John,customer254@example.com,+91-9242558814,"431 Street, City-46, State-20",2036-09-14,Cancelled,Meesho,Reseller1,9.9
MEE-192661,PID-4835,Shoes,Fashion,9,678.42,2036-09-11,CUST-3636,Chris,customer645@example.com,+91-8206056688,"307 Street, City-90, State-12",2036-09-15,Delivered,Meesho,Reseller3,7.24
MEE-185319,PID-8808,Laptop,Electronics,4,537.93,2036-09-12,CUST-4240,Jane,customer478@example.com,+91-7248410788,"191 Street, City-18, State-21",2036-09-16,Delivered,Meesho,Reseller1,14.55
MEE-771563,PID-1446,Book,Accessories,6,207.78,2036-09-13,CUST-5161,Alex,customer256@example.com,+91-7986016261,"22 Street, City-77, State-20",2036-09-17,Delivered,Meesho,Reseller2,17.23
MEE-692531,PID-8979,Laptop,Books,6,250.35,2036-09-14,CUST-3410,Alex,customer290@example.com,+91-9905224251,"40 Street, City-43, State-11",2036-09-18,Delivered,Meesho,Reseller3,18.01
MEE-912805,PID-2310,Book,Fashion,8,888.03,2036-09-15,CUST-2282,Jane,customer308@example.com,+91-8559172534,"452 Street, City-39, State-22",2036-09-19,Delivered,Meesho,Reseller3,19.61
MEE-784676,PID-1427,Book,Fashion,3,554.85,2036-09-16,CUST-9994,Taylor,customer691@example.com,+91-7592286798,"27 Street, City-1, State-29",2036-09-20,Delivered,Meesho,Reseller2,5.54
MEE-224766,PID-3312,Headphones,Electronics,2,658.22,2036-09-17,CUST-7886,Alex,customer341@example.com,+91-9291397692,"183 Street, City-49, State-6",2036-09-21,Delivered,Meesho,Reseller3,10.64
MEE-497988,PID-7628,Shoes,Fashion,9,413.69,2036-09-18,CUST-2186,Jane,customer95@example.com,+91-9165293868,"345 Street, City-69, State-12",2036-09-22,In Transit,Meesho,Reseller1,6.47
MEE-760363,PID-5632,Watch,Books,3,340.77,2036-09-19,CUST-4492,Jane,customer819@example.com,+91-9812420366,"431 Street, City-93, State-24",2036-09-23,Cancelled,Meesho,Reseller3,12.56
MEE-584567,PID-2264,Shoes,Books,5,297.78,2036-09-20,CUST-5783,Taylor,customer109@example.com,+91-9736468314,"484 Street, City-21, State-29",2036-09-24,In Transit,Meesho,Reseller1,14.99
MEE-478479,PID-9226,Shoes,Fashion,2,216.57,2036-09-21,CUST-1683,Alex,customer876@example.com,+91-8241989153,"233 Street, City-73, State-25",2036-09-25,Delivered,Meesho,Reseller3,16.22
MEE-910779,PID-2113,Watch,Fashion,5,290.64,2036-09-22,CUST-5481,Sam,customer155@example.com,+91-9820992483,"109 Street, City-73, State-14",2036-09-26,Delivered,Meesho,Reseller3,6.84
MEE-504378,PID-8357,Phone,Electronics,5,172.05,2036-09-23,CUST-8651,Jane,customer479@example.com,+91-9892083886,"23 Street, City-46, State-8",2036-09-27,Delivered,Meesho,Reseller2,16.04
MEE-514383,PID-5416,Book,Books,2,251.96,2036-09-24,CUST-6571,Sam,customer408@example.com,+91-7598433593,"7 Street, City-53, State-2",2036-09-28,Delivered,Meesho,Reseller2,17.65
MEE-941020,PID-8733,Headphones,Electronics,9,791.63,2036-09-25,CUST-6389,Chris,customer71@example.com,+91-9967746617,"353 Street, City-96, State-5",2036-09-29,In Transit,Meesho,Reseller1,11.74
MEE-907910,PID-3621,Book,Electronics,6,372.91,2036-09-26,CUST-7362,Sam,customer937@example.com,+91-9611319898,"12 Street, City-99, State-9",2036-09-30,In Transit,Meesho,Reseller3,9.73
MEE-778663,PID-6915,Book,Fashion,4,742.43,2036-09-27,CUST-5374,Jane,customer643@example.com,+91-9593598199,"147 Street, City-27, State-28",2036-10-01,Delivered,Meesho,Reseller2,19.66
MEE-124445,PID-1019,Book,Fashion,10,551.65,2036-09-28,CUST-8320,John,customer817@example.com,+91-8778992172,"347 Street, City-23, State-6",2036-10-02,Delivered,Meesho,Reseller2,14.35
MEE-437729,PID-6899,Headphones,Books,1,483.25,2036-09-29,CUST-1108,Jane,customer633@example.com,+91-7850301510,"41 Street, City-39, State-26",2036-10-03,Cancelled,Meesho,Reseller3,18.57
MEE-361562,PID-8845,Laptop,Electronics,8,633.3,2036-09-30,CUST-6510,Chris,customer861@example.com,+91-9427720212,"157 Street, City-55, State-5",2036-10-04,In Transit,Meesho,Reseller1,7.61
MEE-485496,PID-5991,Shoes,Fashion,5,999.29,2036-10-01,CUST-2068,Jane,customer796@example.com,+91-8638964585,"368 Street, City-54, State-21",2036-10-05,Cancelled,Meesho,Reseller1,10.49
MEE-313620,PID-4657,Phone,Books,2,767.38,2036-10-02,CUST-5821,Chris,customer900@example.com,+91-9632908901,"207 Street, City-78, State-15",2036-10-06,Cancelled,Meesho,Reseller2,13.8
MEE-935024,PID-1195,Headphones,Books,2,581.96,2036-10-03,CUST-5092,Sam,customer253@example.com,+91-9772913648,"187 Street, City-90, State-15",2036-10-07,Delivered,Meesho,Reseller3,14.85
MEE-455471,PID-5434,Laptop,Fashion,9,999.29,2036-10-04,CUST-8611,John,customer127@example.com,+91-7341196943,"333 Street, City-54, State-7",2036-10-08,Delivered,Meesho,Reseller3,6.07
MEE-906639,PID-8687,Headphones,Electronics,10,867.44,2036-10-05,CUST-7074,Taylor,customer80@example.com,+91-9340199436,"375 Street, City-20, State-4",2036-10-09,Cancelled,Meesho,Reseller3,13.66
MEE-614832,PID-9681,Watch,Books,6,216.29,2036-10-06,CUST-2834,Alex,customer95@example.com,+91-9519435512,"445 Street, City-41, State-18",2036-10-10,Delivered,Meesho,Reseller2,6.68
MEE-701818,PID-1585,Watch,Books,8,853.21,2036-10-07,CUST-4241,Taylor,customer78@example.com,+91-8711432223,"77 Street, City-67, State-17",2036-10-11,In Transit,Meesho,Reseller2,12.16
MEE-984380,PID-9291,Phone,Books,1,393.73,2036-10-08,CUST-4818,Alex,customer519@example.com,+91-8468900494,"26 Street, City-58, State-14",2036-10-12,Delivered,Meesho,Reseller1,11.44
MEE-249546,PID-7561,Book,Accessories,10,458.8,2036-10-09,CUST-6937,Taylor,customer24@example.com,+91-8176232330,"55 Street, City-29, State-4",2036-10-13,Delivered,Meesho,Reseller2,13.32
MEE-167398,PID-9843,Phone,Accessories,4,131.45,2036-10-10,CUST-4722,Jane,customer739@example.com,+91-7844032861,"487 Street, City-61, State-21",2036-10-14,In Transit,Meesho,Reseller2,8.98
MEE-728062,PID-8814,Book,Electronics,2,492.21,2036-10-11,CUST-3203,Taylor,customer617@example.com,+91-9107010557,"147 Street, City-18, State-30",2036-10-15,In Transit,Meesho,Reseller2,17.82
MEE-587722,PID-5784,Headphones,Accessories,9,240.03,2036-10-12,CUST-6318,Alex,customer888@example.com,+91-7582718369,"188 Street, City-95, State-28",2036-10-16,In Transit,Meesho,Reseller1,17.14
MEE-763050,PID-1692,Phone,Electronics,8,348.69,2036-10-13,CUST-6822,Alex,customer15@example.com,+91-8906119573,"75 Street, City-94, State-13",2036-10-17,Cancelled,Meesho,Reseller3,6.51
MEE-901932,PID-7597,Watch,Books,5,688.06,2036-10-14,CUST-1593,Sam,customer891@example.com,+91-7028596844,"214 Street, City-72, State-1",2036-10-18,Cancelled,Meesho,Reseller2,6.5
MEE-748622,PID-6598,Watch,Fashion,6,377.58,2036-10-15,CUST-8890,Taylor,customer801@example.com,+91-8232656625,"77 Street, City-13, State-26",2036-10-19,Cancelled,Meesho,Reseller3,19.66
MEE-182411,PID-3649,Book,Books,6,817.35,2036-10-16,CUST-6962,John,customer988@example.com,+91-8625602218,"418 Street, City-68, State-8",2036-10-20,In Transit,Meesho,Reseller3,11.79
MEE-224488,PID-2999,Laptop,Accessories,8,714.59,2036-10-17,CUST-9128,Sam,customer973@example.com,+91-8074350744,"253 Street, City-42, State-27",2036-10-21,Cancelled,Meesho,Reseller3,14.78
MEE-440898,PID-7211,Phone,Fashion,4,142.77,2036-10-18,CUST-9979,Sam,customer38@example.com,+91-9160397655,"78 Street, City-31, State-3",2036-10-22,In Transit,Meesho,Reseller1,17.18
MEE-788655,PID-1856,Headphones,Fashion,3,258.48,2036-10-19,CUST-8553,Jane,customer672@example.com,+91-9724664468,"422 Street, City-64, State-21",2036-10-23,Delivered,Meesho,Reseller1,7.59
MEE-163724,PID-8413,Phone,Accessories,6,529.2,2036-10-20,CUST-4297,Chris,customer987@example.com,+91-9785272378,"375 Street, City-84, State-3",2036-10-24,In Transit,Meesho,Reseller2,13.0
MEE-841663,PID-8079,Laptop,Fashion,6,261.4,2036-10-21,CUST-3354,Taylor,customer71@example.com,+91-7497953649,"289 Street, City-100, State-25",2036-10-25,In Transit,Meesho,Reseller1,5.24
MEE-484090,PID-4164,Shoes,Accessories,9,447.2,2036-10-22,CUST-9829,John,customer877@example.com,+91-8028108949,"132 Street, City-53, State-12",2036-10-26,Cancelled,Meesho,Reseller2,12.64
MEE-476307,PID-6625,Shoes,Fashion,8,940.89,2036-10-23,CUST-2125,John,customer681@example.com,+91-8793611651,"85 Street, City-34, State-28",2036-10-27,Delivered,Meesho,Reseller1,13.62
MEE-959688,PID-4427,Book,Fashion,3,613.3,2036-10-24,CUST-6990,Chris,customer550@example.com,+91-7698369228,"275 Street, City-99, State-6",2036-10-28,Delivered,Meesho,Reseller3,12.86
MEE-107789,PID-3438,Phone,Books,7,903.04,2036-10-25,CUST-9992,John,customer460@example.com,+91-8251205645,"51 Street, City-19, State-2",2036-10-29,In Transit,Meesho,Reseller1,7.88
MEE-791174,PID-8176,Laptop,Electronics,3,284.89,2036-10-26,CUST-4925,Chris,customer188@example.com,+91-9406053479,"58 Street, City-2, State-29",2036-10-30,Cancelled,Meesho,Reseller2,17.98
MEE-601297,PID-1736,Shoes,Books,1,248.52,2036-10-27,CUST-7653,Alex,customer647@example.com,+91-7282535471,"38 Street, City-63, State-5",2036-10-31,In Transit,Meesho,Reseller2,14.47
MEE-848503,PID-8879,Phone,Books,9,706.59,2036-10-28,CUST-2909,Chris,customer34@example.com,+91-7947563912,"4 Street, City-75, State-2",2036-11-01,In Transit,Meesho,Reseller1,7.38
MEE-774377,PID-2967,Watch,Electronics,8,303.26,2036-10-29,CUST-7044,Chris,customer138@example.com,+91-8997581340,"369 Street, City-52, State-8",2036-11-02,Cancelled,Meesho,Reseller2,10.73
MEE-341048,PID-2247,Shoes,Accessories,8,206.69,2036-10-30,CUST-6569,Chris,customer77@example.com,+91-9518566673,"353 Street, City-47, State-2",2036-11-03,Cancelled,Meesho,Reseller1,17.76
MEE-169522,PID-8131,Book,Fashion,6,898.45,2036-10-31,CUST-7917,John,customer562@example.com,+91-7046692894,"461 Street, City-7, State-4",2036-11-04,Delivered,Meesho,Reseller1,10.33
MEE-925329,PID-7301,Watch,Fashion,7,709.6,2036-11-01,CUST-5940,Sam,customer139@example.com,+91-9354985706,"409 Street, City-92, State-8",2036-11-05,Cancelled,Meesho,Reseller3,9.19
MEE-879337,PID-9451,Watch,Accessories,4,906.9,2036-11-02,CUST-2076,John,customer495@example.com,+91-7355872362,"264 Street, City-29, State-29",2036-11-06,In Transit,Meesho,Reseller2,12.73
MEE-836954,PID-4865,Laptop,Fashion,5,721.95,2036-11-03,CUST-7523,John,customer431@example.com,+91-9442070025,"248 Street, City-87, State-2",2036-11-07,Delivered,Meesho,Reseller3,14.07
MEE-564150,PID-2286,Laptop,Electronics,8,434.46,2036-11-04,CUST-2021,John,customer73@example.com,+91-7322378895,"436 Street, City-96, State-11",2036-11-08,In Transit,Meesho,Reseller1,8.35
MEE-483656,PID-1712,Book,Books,4,778.26,2036-11-05,CUST-3558,Sam,customer892@example.com,+91-8964896259,"354 Street, City-98, State-17",2036-11-09,Cancelled,Meesho,Reseller1,7.92
MEE-637532,PID-6632,Laptop,Books,2,549.5,2036-11-06,CUST-2983,Alex,customer597@example.com,+91-8759589356,"405 Street, City-7, State-9",2036-11-10,Delivered,Meesho,Reseller3,5.82
MEE-840877,PID-1442,Laptop,Electronics,3,713.33,2036-11-07,CUST-9560,John,customer957@example.com,+91-8863853256,"67 Street, City-78, State-15",2036-11-11,In Transit,Meesho,Reseller1,5.63
MEE-505342,PID-5411,Shoes,Books,7,466.88,2036-11-08,CUST-3003,Chris,customer282@example.com,+91-9540419692,"85 Street, City-51, State-18",2036-11-12,Delivered,Meesho,Reseller2,12.69
MEE-957075,PID-1716,Watch,Accessories,6,839.15,2036-11-09,CUST-7463,John,customer47@example.com,+91-9802577256,"420 Street, City-89, State-29",2036-11-13,Cancelled,Meesho,Reseller2,12.37
MEE-290849,PID-3250,Watch,Electronics,4,733.45,2036-11-10,CUST-9568,Jane,customer488@example.com,+91-8591309145,"173 Street, City-79, State-3",2036-11-14,Delivered,Meesho,Reseller2,7.71
MEE-574140,PID-8989,Book,Electronics,10,368.82,2036-11-11,CUST-2939,Alex,customer206@example.com,+91-9918490439,"233 Street, City-25, State-14",2036-11-15,In Transit,Meesho,Reseller2,6.87
MEE-184880,PID-5288,Watch,Fashion,6,917.71,2036-11-12,CUST-4043,Taylor,customer643@example.com,+91-7490798080,"382 Street, City-41, State-14",2036-11-16,Delivered,Meesho,Reseller1,15.65
MEE-937196,PID-5736,Laptop,Books,5,100.44,2036-11-13,CUST-3880,Chris,customer155@example.com,+91-9299805827,"238 Street, City-27, State-4",2036-11-17,Cancelled,Meesho,Reseller2,6.96
MEE-680780,PID-7828,Watch,Fashion,4,469.6,2036-11-14,CUST-8356,Taylor,customer141@example.com,+91-8945702596,"437 Street, City-21, State-19",2036-11-18,Delivered,Meesho,Reseller2,9.04
MEE-830399,PID-7802,Book,Accessories,4,310.89,2036-11-15,CUST-1092,Jane,customer312@example.com,+91-9332833398,"461 Street, City-23, State-22",2036-11-19,Cancelled,Meesho,Reseller2,15.58
MEE-355031,PID-4034,Headphones,Accessories,6,302.65,2036-11-16,CUST-4597,Jane,customer645@example.com,+91-9149370167,"204 Street, City-18, State-30",2036-11-20,Cancelled,Meesho,Reseller1,19.05
MEE-914222,PID-8974,Laptop,Books,5,374.96,2036-11-17,CUST-7705,Alex,customer180@example.com,+91-8655754993,"427 Street, City-75, State-14",2036-11-21,Cancelled,Meesho,Reseller3,13.36
MEE-582559,PID-9680,Shoes,Accessories,10,638.88,2036-11-18,CUST-6234,Taylor,customer543@example.com,+91-9216748033,"430 Street, City-72, State-29",2036-11-22,Cancelled,Meesho,Reseller2,7.37
MEE-729537,PID-5336,Book,Fashion,6,698.09,2036-11-19,CUST-1806,Jane,customer540@example.com,+91-8378633292,"301 Street, City-33, State-12",2036-11-23,Cancelled,Meesho,Reseller1,6.32
MEE-453952,PID-1824,Shoes,Accessories,2,593.83,2036-11-20,CUST-7713,Chris,customer315@example.com,+91-8514403143,"46 Street, City-10, State-20",2036-11-24,Delivered,Meesho,Reseller1,14.02
MEE-495974,PID-2113,Headphones,Accessories,7,567.58,2036-11-21,CUST-5891,Jane,customer284@example.com,+91-7877053015,"31 Street, City-84, State-10",2036-11-25,In Transit,Meesho,Reseller1,5.9
MEE-435289,PID-6913,Shoes,Electronics,10,580.02,2036-11-22,CUST-3579,Chris,customer78@example.com,+91-7818861449,"310 Street, City-50, State-25",2036-11-26,Cancelled,Meesho,Reseller1,15.21
MEE-820614,PID-2963,Phone,Accessories,5,179.98,2036-11-23,CUST-9196,Chris,customer420@example.com,+91-8885720190,"344 Street, City-11, State-9",2036-11-27,Delivered,Meesho,Reseller1,12.49
MEE-588737,PID-5927,Book,Books,3,484.68,2036-11-24,CUST-6224,John,customer949@example.com,+91-8973563980,"473 Street, City-37, State-6",2036-11-28,In Transit,Meesho,Reseller1,6.34
MEE-979188,PID-6721,Headphones,Books,10,465.65,2036-11-25,CUST-7490,Chris,customer353@example.com,+91-7188081058,"5 Street, City-5, State-9",2036-11-29,In Transit,Meesho,Reseller1,8.23
MEE-184516,PID-6352,Phone,Electronics,4,191.7,2036-11-26,CUST-4119,Jane,customer885@example.com,+91-7845590489,"46 Street, City-83, State-2",2036-11-30,Delivered,Meesho,Reseller1,10.93
MEE-541877,PID-4418,Phone,Electronics,8,176.6,2036-11-27,CUST-6186,John,customer794@example.com,+91-8713771616,"373 Street, City-24, State-23",2036-12-01,Delivered,Meesho,Reseller3,8.41
MEE-761413,PID-4046,Phone,Accessories,9,777.53,2036-11-28,CUST-7717,Taylor,customer749@example.com,+91-9835999121,"190 Street, City-1, State-11",2036-12-02,Cancelled,Meesho,Reseller3,15.97
MEE-518513,PID-5235,Phone,Electronics,4,599.07,2036-11-29,CUST-9886,Sam,customer456@example.com,+91-9652309025,"139 Street, City-31, State-14",2036-12-03,Cancelled,Meesho,Reseller1,9.13
MEE-924107,PID-2329,Phone,Books,3,394.62,2036-11-30,CUST-5461,John,customer426@example.com,+91-8145256196,"128 Street, City-36, State-3",2036-12-04,Delivered,Meesho,Reseller3,12.02
MEE-645100,PID-3882,Phone,Fashion,1,674.82,2036-12-01,CUST-1254,Alex,customer819@example.com,+91-8965118845,"46 Street, City-25, State-7",2036-12-05,Cancelled,Meesho,Reseller2,5.36
MEE-740090,PID-6760,Laptop,Accessories,6,967.02,2036-12-02,CUST-4264,Sam,customer700@example.com,+91-9478635300,"423 Street, City-93, State-29",2036-12-06,Cancelled,Meesho,Reseller3,14.67
MEE-597835,PID-4070,Shoes,Accessories,10,829.54,2036-12-03,CUST-5439,Alex,customer930@example.com,+91-8070282665,"246 Street, City-96, State-26",2036-12-07,Delivered,Meesho,Reseller2,15.92
MEE-390221,PID-8514,Headphones,Books,4,681.65,2036-12-04,CUST-3116,Chris,customer554@example.com,+91-8656697049,"488 Street, City-70, State-23",2036-12-08,Delivered,Meesho,Reseller2,7.65
MEE-596516,PID-2682,Headphones,Electronics,5,359.18,2036-12-05,CUST-6791,Sam,customer374@example.com,+91-9942279371,"477 Street, City-77, State-5",2036-12-09,Delivered,Meesho,Reseller1,7.53
MEE-214639,PID-9567,Phone,Books,7,920.18,2036-12-06,CUST-3839,John,customer697@example.com,+91-7406622212,"145 Street, City-30, State-12",2036-12-10,Delivered,Meesho,Reseller2,18.64
MEE-106418,PID-4261,Watch,Fashion,6,287.46,2036-12-07,CUST-7040,Sam,customer914@example.com,+91-7808250670,"148 Street, City-93, State-11",2036-12-11,Cancelled,Meesho,Reseller1,15.49
MEE-202493,PID-7631,Phone,Fashion,1,826.93,2036-12-08,CUST-4547,Chris,customer696@example.com,+91-7953521660,"285 Street, City-53, State-13",2036-12-12,Delivered,Meesho,Reseller1,10.41
MEE-892223,PID-2322,Book,Electronics,5,809.75,2036-12-09,CUST-4220,Chris,customer645@example.com,+91-9598073623,"358 Street, City-40, State-6",2036-12-13,Cancelled,Meesho,Reseller2,16.41
MEE-659920,PID-9099,Laptop,Books,1,512.31,2036-12-10,CUST-7419,Alex,customer348@example.com,+91-8692305729,"441 Street, City-63, State-24",2036-12-14,Cancelled,Meesho,Reseller2,5.29
MEE-697807,PID-1583,Laptop,Fashion,8,956.99,2036-12-11,CUST-5854,Taylor,customer249@example.com,+91-7446312669,"380 Street, City-52, State-26",2036-12-15,Cancelled,Meesho,Reseller2,6.43
MEE-527367,PID-5400,Watch,Fashion,1,741.87,2036-12-12,CUST-7757,Alex,customer327@example.com,+91-7238831774,"461 Street, City-32, State-30",2036-12-16,Delivered,Meesho,Reseller3,12.0
MEE-369752,PID-7156,Laptop,Books,8,453.45,2036-12-13,CUST-1814,Taylor,customer59@example.com,+91-7844583564,"210 Street, City-99, State-1",2036-12-17,Cancelled,Meesho,Reseller1,12.29
MEE-206719,PID-5000,Book,Books,2,728.16,2036-12-14,CUST-9363,John,customer866@example.com,+91-8648480754,"37 Street, City-57, State-22",2036-12-18,In Transit,Meesho,Reseller3,5.6
MEE-153854,PID-8726,Book,Fashion,7,148.98,2036-12-15,CUST-7780,Jane,customer516@example.com,+91-8378791749,"425 Street, City-5, State-24",2036-12-19,Delivered,Meesho,Reseller2,14.31
MEE-956857,PID-9431,Book,Electronics,4,488.62,2036-12-16,CUST-7428,John,customer382@example.com,+91-7374540659,"133 Street, City-33, State-12",2036-12-20,Delivered,Meesho,Reseller2,16.66
MEE-628544,PID-4575,Shoes,Fashion,7,712.47,2036-12-17,CUST-4499,Chris,customer87@example.com,+91-9039441144,"270 Street, City-5, State-13",2036-12-21,Delivered,Meesho,Reseller3,17.42
MEE-889014,PID-4916,Laptop,Accessories,5,253.45,2036-12-18,CUST-5037,Alex,customer196@example.com,+91-9061905811,"301 Street, City-2, State-1",2036-12-22,Delivered,Meesho,Reseller2,13.27
MEE-971018,PID-8313,Headphones,Books,1,342.18,2036-12-19,CUST-4706,John,customer27@example.com,+91-9724211276,"43 Street, City-5, State-13",2036-12-23,Delivered,Meesho,Reseller2,19.93
MEE-227221,PID-9465,Watch,Accessories,4,953.16,2036-12-20,CUST-2493,Chris,customer829@example.com,+91-9482678029,"300 Street, City-79, State-13",2036-12-24,Delivered,Meesho,Reseller1,19.42
MEE-142856,PID-5516,Book,Fashion,9,933.88,2036-12-21,CUST-9981,Jane,customer455@example.com,+91-9146614571,"48 Street, City-83, State-11",2036-12-25,In Transit,Meesho,Reseller2,9.72
MEE-604365,PID-7135,Phone,Fashion,2,898.33,2036-12-22,CUST-2085,Jane,customer708@example.com,+91-8723609230,"488 Street, City-29, State-25",2036-12-26,Cancelled,Meesho,Reseller3,7.26
MEE-828265,PID-3952,Shoes,Accessories,10,618.41,2036-12-23,CUST-5147,Taylor,customer134@example.com,+91-8679191028,"129 Street, City-81, State-6",2036-12-27,Cancelled,Meesho,Reseller2,6.6
MEE-428712,PID-2052,Book,Electronics,7,611.09,2036-12-24,CUST-4800,Chris,customer907@example.com,+91-7923558840,"36 Street, City-32, State-7",2036-12-28,Cancelled,Meesho,Reseller3,12.98
MEE-701538,PID-5145,Headphones,Electronics,5,352.77,2036-12-25,CUST-9978,Jane,customer575@example.com,+91-8722032406,"175 Street, City-40, State-17",2036-12-29,In Transit,Meesho,Reseller2,16.93
MEE-936259,PID-8576,Watch,Fashion,5,226.93,2036-12-26,CUST-4328,Alex,customer696@example.com,+91-9146201696,"347 Street, City-83, State-16",2036-12-30,Cancelled,Meesho,Reseller1,11.76
MEE-731126,PID-6435,Phone,Accessories,6,934.15,2036-12-27,CUST-9078,Jane,customer71@example.com,+91-9958547725,"223 Street, City-21, State-2",2036-12-31,Cancelled,Meesho,Reseller2,17.48
MEE-513810,PID-5265,Laptop,Electronics,6,367.87,2036-12-28,CUST-1436,Jane,customer417@example.com,+91-9234254297,"143 Street, City-76, State-1",2037-01-01,Cancelled,Meesho,Reseller3,8.43
MEE-112066,PID-1805,Book,Electronics,2,962.29,2036-12-29,CUST-4841,John,customer437@example.com,+91-7955065892,"493 Street, City-45, State-4",2037-01-02,In Transit,Meesho,Reseller1,11.03
MEE-815369,PID-2649,Phone,Books,10,682.92,2036-12-30,CUST-7960,Alex,customer809@example.com,+91-7276981583,"180 Street, City-29, State-8",2037-01-03,In Transit,Meesho,Reseller2,18.29
MEE-423719,PID-8575,Shoes,Accessories,10,388.97,2036-12-31,CUST-1604,Taylor,customer793@example.com,+91-7674487607,"166 Street, City-60, State-10",2037-01-04,Cancelled,Meesho,Reseller1,6.51
MEE-685536,PID-6720,Watch,Books,4,621.16,2037-01-01,CUST-1954,Alex,customer93@example.com,+91-8844953644,"72 Street, City-29, State-14",2037-01-05,Cancelled,Meesho,Reseller1,7.3
MEE-774626,PID-2882,Headphones,Fashion,2,673.31,2037-01-02,CUST-3657,Taylor,customer926@example.com,+91-7818854722,"147 Street, City-3, State-17",2037-01-06,In Transit,Meesho,Reseller1,14.94
MEE-784042,PID-6592,Watch,Accessories,2,727.91,2037-01-03,CUST-7212,John,customer643@example.com,+91-8784164807,"206 Street, City-54, State-27",2037-01-07,Cancelled,Meesho,Reseller1,14.33
MEE-570384,PID-8717,Phone,Electronics,9,357.45,2037-01-04,CUST-7165,Sam,customer355@example.com,+91-9761365749,"371 Street, City-64, State-17",2037-01-08,Cancelled,Meesho,Reseller2,11.94
MEE-569173,PID-2201,Phone,Books,4,950.85,2037-01-05,CUST-7892,Taylor,customer519@example.com,+91-7301415573,"178 Street, City-35, State-2",2037-01-09,Delivered,Meesho,Reseller2,12.71
MEE-295468,PID-5982,Laptop,Electronics,2,973.88,2037-01-06,CUST-5284,Sam,customer99@example.com,+91-8719237176,"266 Street, City-75, State-16",2037-01-10,In Transit,Meesho,Reseller2,6.62
MEE-758688,PID-6194,Laptop,Fashion,3,179.34,2037-01-07,CUST-6311,Sam,customer9@example.com,+91-9398725436,"335 Street, City-10, State-29",2037-01-11,Delivered,Meesho,Reseller2,13.34
MEE-781719,PID-9475,Laptop,Electronics,4,319.23,2037-01-08,CUST-8175,Taylor,customer175@example.com,+91-9350357412,"307 Street, City-89, State-16",2037-01-12,Delivered,Meesho,Reseller3,18.81
MEE-450889,PID-9703,Watch,Books,5,122.02,2037-01-09,CUST-4248,Taylor,customer76@example.com,+91-9586807233,"57 Street, City-60, State-14",2037-01-13,In Transit,Meesho,Reseller2,18.47
MEE-569171,PID-8172,Laptop,Books,8,362.02,2037-01-10,CUST-7745,Taylor,customer398@example.com,+91-9488498097,"438 Street, City-25, State-13",2037-01-14,In Transit,Meesho,Reseller3,5.84
MEE-684771,PID-5881,Phone,Fashion,7,185.61,2037-01-11,CUST-5843,Alex,customer87@example.com,+91-7586163644,"458 Street, City-95, State-30",2037-01-15,Cancelled,Meesho,Reseller3,6.36
MEE-501262,PID-4149,Book,Electronics,1,748.83,2037-01-12,CUST-4063,Alex,customer178@example.com,+91-8040828496,"112 Street, City-88, State-21",2037-01-16,Delivered,Meesho,Reseller2,19.32
MEE-266302,PID-8663,Shoes,Electronics,10,714.03,2037-01-13,CUST-3404,John,customer529@example.com,+91-9273448924,"338 Street, City-4, State-9",2037-01-17,Delivered,Meesho,Reseller2,18.67
MEE-319648,PID-8212,Shoes,Electronics,10,719.23,2037-01-14,CUST-1466,Taylor,customer218@example.com,+91-9208550392,"457 Street, City-65, State-18",2037-01-18,In Transit,Meesho,Reseller1,10.58
MEE-952564,PID-7634,Book,Accessories,9,807.02,2037-01-15,CUST-2721,Alex,customer798@example.com,+91-7526401791,"357 Street, City-65, State-20",2037-01-19,Delivered,Meesho,Reseller3,15.69
MEE-306883,PID-5974,Laptop,Fashion,1,815.84,2037-01-16,CUST-2854,Taylor,customer288@example.com,+91-7219917126,"364 Street, City-4, State-18",2037-01-20,In Transit,Meesho,Reseller1,15.36
MEE-286175,PID-6387,Book,Books,7,193.92,2037-01-17,CUST-7185,Chris,customer33@example.com,+91-9609354077,"84 Street, City-83, State-17",2037-01-21,Delivered,Meesho,Reseller3,11.36
MEE-992951,PID-1258,Headphones,Accessories,7,596.76,2037-01-18,CUST-1338,Jane,customer672@example.com,+91-7177061239,"442 Street, City-41, State-3",2037-01-22,Cancelled,Meesho,Reseller2,18.59
