OrderID,ProductID,ProductName,Category,QuantitySold,SellingPrice,DateOfSale,CustomerID,CustomerName,ContactEmail,PhoneNumber,DeliveryAddress,DeliveryDate,DeliveryStatus,Platform,CouponUsed,ReturnWindow
FLI-570490,PID-4545,Laptop,Books,4,624.28,08-01-36,CUST-1462,Jane,customer416@example.com,-8033524091,"111 Street, City-51, State-21",12-01-36,Delivered,Flipkart,TRUE,8
FLI-647488,PID-2408,Phone,Electronics,1,992.7,09-01-36,CUST-9290,John,customer613@example.com,-7173942420,"36 Street, City-32, State-11",13-01-36,Delivered,Flipkart,TRUE,15
FLI-827406,PID-8660,Shoes,Books,7,389.84,10-01-36,CUST-3592,Alex,customer533@example.com,-8573423566,"499 Street, City-37, State-7",14-01-36,Delivered,Flipkart,TRUE,12
FLI-872241,PID-3274,Shoes,Electronics,4,505.98,11-01-36,CUST-6043,Jane,customer338@example.com,-7402200333,"100 Street, City-22, State-2",15-01-36,Delivered,Flipkart,FALSE,14
FLI-569527,PID-1629,Watch,Accessories,3,805.97,12-01-36,CUST-8847,John,customer869@example.com,-7264083276,"421 Street, City-49, State-9",16-01-36,In Transit,Flipkart,FALSE,11
FLI-824895,PID-9178,Laptop,Fashion,8,427.69,13-01-36,CUST-4322,Chris,customer589@example.com,-7435839991,"262 Street, City-7, State-19",17-01-36,In Transit,Flipkart,TRUE,18
FLI-284729,PID-5813,Headphones,Accessories,7,578.25,14-01-36,CUST-8175,Taylor,customer120@example.com,-7300342256,"421 Street, City-62, State-26",18-01-36,Delivered,Flipkart,FALSE,25
FLI-653257,PID-9828,Phone,Electronics,5,197.18,15-01-36,CUST-8404,John,customer623@example.com,-9257505460,"131 Street, City-32, State-1",19-01-36,Delivered,Flipkart,FALSE,13
FLI-353407,PID-5881,Laptop,Books,3,946.44,16-01-36,CUST-7264,John,customer215@example.com,-8827161997,"4 Street, City-32, State-21",20-01-36,Delivered,Flipkart,FALSE,29
FLI-166852,PID-9411,Phone,Fashion,3,576.54,17-01-36,CUST-8119,John,customer663@example.com,-9787747475,"138 Street, City-84, State-1",21-01-36,In Transit,Flipkart,FALSE,26
FLI-653497,PID-6398,Book,Fashion,8,773.48,18-01-36,CUST-1476,Alex,customer129@example.com,-7190389686,"442 Street, City-97, State-13",22-01-36,Cancelled,Flipkart,FALSE,7
FLI-156794,PID-2579,Laptop,Accessories,9,371.89,19-01-36,CUST-7151,Jane,customer905@example.com,-9771542649,"137 Street, City-21, State-13",23-01-36,In Transit,Flipkart,FALSE,26
FLI-587342,PID-1808,Book,Books,5,147.3,20-01-36,CUST-4885,Taylor,customer10@example.com,-7823167864,"28 Street, City-48, State-16",24-01-36,Cancelled,Flipkart,FALSE,23
FLI-783417,PID-3150,Shoes,Books,3,788.46,21-01-36,CUST-8942,Jane,customer668@example.com,-8851351850,"372 Street, City-15, State-12",25-01-36,In Transit,Flipkart,TRUE,7
FLI-288342,PID-4097,Laptop,Accessories,5,910.28,22-01-36,CUST-5899,Alex,customer96@example.com,-8668898243,"164 Street, City-41, State-10",26-01-36,Cancelled,Flipkart,FALSE,20
FLI-572964,PID-3741,Phone,Accessories,7,405.67,23-01-36,CUST-7579,Alex,customer450@example.com,-9959419746,"163 Street, City-99, State-15",27-01-36,In Transit,Flipkart,TRUE,24
FLI-945963,PID-9991,Phone,Fashion,3,848.71,24-01-36,CUST-1539,Taylor,customer985@example.com,-9864527608,"336 Street, City-69, State-1",28-01-36,Cancelled,Flipkart,FALSE,7
FLI-617286,PID-5336,Laptop,Books,1,676.48,25-01-36,CUST-3370,Chris,customer907@example.com,-9386734490,"340 Street, City-54, State-22",29-01-36,In Transit,Flipkart,TRUE,24
FLI-154355,PID-8601,Watch,Books,4,671.77,26-01-36,CUST-2818,Sam,customer550@example.com,-9556243632,"23 Street, City-89, State-27",30-01-36,Delivered,Flipkart,FALSE,27
FLI-155384,PID-3639,Watch,Accessories,8,653.96,27-01-36,CUST-1891,Chris,customer84@example.com,-7919442192,"97 Street, City-51, State-4",31-01-36,Cancelled,Flipkart,FALSE,29
FLI-892976,PID-8320,Phone,Electronics,10,855.1,28-01-36,CUST-4520,Alex,customer884@example.com,-8169641428,"441 Street, City-73, State-18",01-02-36,In Transit,Flipkart,TRUE,29
FLI-297347,PID-9116,Phone,Electronics,2,591.75,29-01-36,CUST-9249,Alex,customer508@example.com,-9730220146,"422 Street, City-16, State-17",02-02-36,Cancelled,Flipkart,TRUE,23
FLI-504834,PID-2445,Book,Books,10,790.74,30-01-36,CUST-8577,Chris,customer143@example.com,-7446109599,"300 Street, City-7, State-14",03-02-36,Cancelled,Flipkart,FALSE,17
FLI-199650,PID-9032,Phone,Electronics,7,846.73,31-01-36,CUST-6572,Taylor,customer590@example.com,-7344834769,"279 Street, City-36, State-15",04-02-36,Cancelled,Flipkart,TRUE,8
FLI-393675,PID-1348,Watch,Accessories,3,713.79,01-02-36,CUST-1331,Sam,customer839@example.com,-7085564911,"380 Street, City-52, State-21",05-02-36,Delivered,Flipkart,TRUE,8
FLI-250718,PID-7745,Phone,Accessories,6,709.13,02-02-36,CUST-4056,Jane,customer56@example.com,-9710500164,"169 Street, City-91, State-18",06-02-36,In Transit,Flipkart,TRUE,7
FLI-221257,PID-9788,Book,Fashion,8,211.03,03-02-36,CUST-5477,Jane,customer538@example.com,-9865992625,"490 Street, City-37, State-11",07-02-36,In Transit,Flipkart,FALSE,25
FLI-569997,PID-8857,Headphones,Fashion,1,481.31,04-02-36,CUST-3832,Taylor,customer899@example.com,-8094680716,"60 Street, City-90, State-11",08-02-36,Cancelled,Flipkart,FALSE,30
FLI-952476,PID-6293,Watch,Electronics,4,838.59,05-02-36,CUST-7901,Taylor,customer914@example.com,-8110111243,"290 Street, City-33, State-7",09-02-36,In Transit,Flipkart,FALSE,10
FLI-224526,PID-2844,Shoes,Books,2,532.12,06-02-36,CUST-2481,Taylor,customer773@example.com,-9488348024,"152 Street, City-52, State-24",10-02-36,Cancelled,Flipkart,FALSE,10
FLI-685747,PID-1330,Laptop,Fashion,10,710.88,07-02-36,CUST-2487,Jane,customer44@example.com,-7866941796,"297 Street, City-100, State-22",11-02-36,In Transit,Flipkart,TRUE,27
FLI-864834,PID-3580,Book,Fashion,3,932.33,08-02-36,CUST-6473,John,customer1@example.com,-8016024756,"67 Street, City-56, State-11",12-02-36,Cancelled,Flipkart,TRUE,9
FLI-109336,PID-4336,Watch,Fashion,1,701.04,09-02-36,CUST-5336,Sam,customer251@example.com,-8684113952,"264 Street, City-49, State-18",13-02-36,Delivered,Flipkart,FALSE,18
FLI-810051,PID-8749,Phone,Fashion,4,734.81,10-02-36,CUST-2053,Jane,customer669@example.com,-9219236247,"283 Street, City-100, State-30",14-02-36,Cancelled,Flipkart,TRUE,20
FLI-983756,PID-4748,Phone,Books,6,610.02,11-02-36,CUST-5812,John,customer123@example.com,-7852355692,"111 Street, City-76, State-4",15-02-36,Delivered,Flipkart,FALSE,9
FLI-607448,PID-4072,Book,Electronics,10,343.68,12-02-36,CUST-7446,Chris,customer365@example.com,-8278012848,"484 Street, City-81, State-26",16-02-36,Delivered,Flipkart,TRUE,27
FLI-548403,PID-7858,Headphones,Accessories,7,268.33,13-02-36,CUST-4451,Taylor,customer936@example.com,-7375524082,"121 Street, City-41, State-14",17-02-36,Delivered,Flipkart,TRUE,10
FLI-167619,PID-7323,Book,Electronics,3,190.14,14-02-36,CUST-3761,Sam,customer47@example.com,-7445131403,"360 Street, City-94, State-26",18-02-36,Delivered,Flipkart,FALSE,24
FLI-941216,PID-6109,Phone,Accessories,2,383.73,15-02-36,CUST-8308,Chris,customer192@example.com,-8293571150,"145 Street, City-6, State-15",19-02-36,Delivered,Flipkart,TRUE,24
FLI-918080,PID-4316,Watch,Fashion,1,405.55,16-02-36,CUST-5345,Alex,customer991@example.com,-9225434788,"457 Street, City-58, State-12",20-02-36,Delivered,Flipkart,FALSE,15
FLI-861923,PID-1352,Headphones,Electronics,3,677.71,17-02-36,CUST-5912,Alex,customer308@example.com,-7200366524,"455 Street, City-91, State-3",21-02-36,Cancelled,Flipkart,FALSE,24
FLI-296712,PID-4922,Laptop,Electronics,8,867.67,18-02-36,CUST-5078,Chris,customer32@example.com,-9378694306,"346 Street, City-14, State-30",22-02-36,Delivered,Flipkart,FALSE,28
FLI-654817,PID-9253,Headphones,Books,8,833.84,19-02-36,CUST-9491,Jane,customer726@example.com,-7169216494,"428 Street, City-17, State-10",23-02-36,Delivered,Flipkart,FALSE,29
FLI-749935,PID-1434,Book,Fashion,6,745.29,20-02-36,CUST-5496,Taylor,customer16@example.com,-9714673756,"9 Street, City-86, State-4",24-02-36,Cancelled,Flipkart,TRUE,30
FLI-650290,PID-3635,Headphones,Books,2,581.66,21-02-36,CUST-5890,John,customer337@example.com,-9995980485,"412 Street, City-84, State-6",25-02-36,Cancelled,Flipkart,TRUE,28
FLI-295122,PID-3018,Watch,Accessories,4,909.33,22-02-36,CUST-5154,Alex,customer571@example.com,-9036183730,"315 Street, City-43, State-1",26-02-36,In Transit,Flipkart,FALSE,28
FLI-845652,PID-4289,Phone,Books,4,812.17,23-02-36,CUST-8993,Jane,customer859@example.com,-8119179141,"476 Street, City-40, State-27",27-02-36,In Transit,Flipkart,FALSE,20
FLI-148955,PID-6600,Headphones,Electronics,5,211.75,24-02-36,CUST-9325,Chris,customer517@example.com,-9468076697,"272 Street, City-4, State-21",28-02-36,Cancelled,Flipkart,TRUE,18
FLI-576510,PID-2697,Watch,Fashion,4,443.42,25-02-36,CUST-7841,Jane,customer567@example.com,-7563037305,"283 Street, City-96, State-2",29-02-36,In Transit,Flipkart,TRUE,25
FLI-447041,PID-3973,Shoes,Electronics,3,301.2,26-02-36,CUST-3908,Sam,customer738@example.com,-9711567931,"398 Street, City-92, State-24",01-03-36,In Transit,Flipkart,TRUE,7
FLI-997820,PID-4337,Watch,Books,10,407.91,27-02-36,CUST-5942,Taylor,customer393@example.com,-7085674936,"128 Street, City-10, State-26",02-03-36,Cancelled,Flipkart,TRUE,18
FLI-398627,PID-5559,Headphones,Books,6,337.78,28-02-36,CUST-3562,Sam,customer47@example.com,-7265636718,"75 Street, City-73, State-26",03-03-36,Cancelled,Flipkart,TRUE,29
FLI-249652,PID-6273,Phone,Accessories,1,948.39,29-02-36,CUST-5896,John,customer308@example.com,-8385727467,"71 Street, City-30, State-16",04-03-36,In Transit,Flipkart,TRUE,14
FLI-351036,PID-6479,Laptop,Electronics,6,261.71,01-03-36,CUST-5872,Jane,customer294@example.com,-7636168777,"225 Street, City-59, State-5",05-03-36,Delivered,Flipkart,TRUE,9
FLI-880258,PID-3375,Laptop,Electronics,10,335.73,02-03-36,CUST-7647,Jane,customer185@example.com,-9583967080,"23 Street, City-48, State-28",06-03-36,In Transit,Flipkart,TRUE,20
FLI-802636,PID-5830,Shoes,Fashion,7,469.35,03-03-36,CUST-5589,Taylor,customer324@example.com,-7176495500,"285 Street, City-14, State-7",07-03-36,Cancelled,Flipkart,TRUE,26
FLI-170975,PID-6293,Watch,Fashion,8,370.4,04-03-36,CUST-4635,John,customer282@example.com,-7222543058,"90 Street, City-98, State-13",08-03-36,In Transit,Flipkart,TRUE,7
FLI-263641,PID-6450,Book,Books,7,142.41,05-03-36,CUST-7142,Chris,customer612@example.com,-9771684649,"332 Street, City-73, State-8",09-03-36,Delivered,Flipkart,FALSE,15
FLI-234875,PID-3939,Book,Fashion,4,233.63,06-03-36,CUST-2756,John,customer707@example.com,-7999401350,"354 Street, City-2, State-28",10-03-36,Delivered,Flipkart,TRUE,27
FLI-626211,PID-9578,Book,Fashion,9,142.91,07-03-36,CUST-2387,Sam,customer337@example.com,-9111425767,"219 Street, City-5, State-19",11-03-36,In Transit,Flipkart,FALSE,13
FLI-910793,PID-8922,Book,Accessories,1,517.52,08-03-36,CUST-5150,Sam,customer136@example.com,-7911063511,"75 Street, City-14, State-29",12-03-36,In Transit,Flipkart,FALSE,16
FLI-252568,PID-9955,Phone,Books,6,969.92,09-03-36,CUST-2355,Taylor,customer786@example.com,-9903102287,"151 Street, City-39, State-22",13-03-36,Cancelled,Flipkart,TRUE,13
FLI-370315,PID-3785,Book,Electronics,3,128.15,10-03-36,CUST-7054,Jane,customer860@example.com,-9258581532,"126 Street, City-93, State-26",14-03-36,Cancelled,Flipkart,FALSE,7
FLI-481021,PID-3410,Book,Accessories,7,527.93,11-03-36,CUST-1856,Alex,customer246@example.com,-9392648658,"371 Street, City-35, State-28",15-03-36,Delivered,Flipkart,FALSE,29
FLI-321716,PID-7254,Book,Fashion,2,206.42,12-03-36,CUST-4988,Alex,customer209@example.com,-7550467085,"177 Street, City-64, State-26",16-03-36,Cancelled,Flipkart,TRUE,21
FLI-412359,PID-5523,Shoes,Accessories,1,786.53,13-03-36,CUST-5862,Chris,customer3@example.com,-8565139303,"206 Street, City-77, State-30",17-03-36,In Transit,Flipkart,FALSE,18
FLI-834019,PID-7016,Headphones,Books,9,391.58,14-03-36,CUST-6665,Alex,customer507@example.com,-8889482587,"25 Street, City-87, State-9",18-03-36,In Transit,Flipkart,FALSE,20
FLI-477586,PID-7749,Book,Accessories,3,639.88,15-03-36,CUST-9864,John,customer833@example.com,-7968818890,"423 Street, City-68, State-13",19-03-36,Delivered,Flipkart,TRUE,28
FLI-437798,PID-1494,Book,Electronics,3,898.69,16-03-36,CUST-8202,Alex,customer807@example.com,-9016037502,"355 Street, City-6, State-13",20-03-36,Delivered,Flipkart,FALSE,7
FLI-484530,PID-6915,Watch,Books,2,464.01,17-03-36,CUST-6406,Chris,customer54@example.com,-9833718012,"256 Street, City-85, State-10",21-03-36,Cancelled,Flipkart,TRUE,21
FLI-599651,PID-1601,Headphones,Accessories,5,819.51,18-03-36,CUST-2246,Taylor,customer282@example.com,-7168074079,"231 Street, City-79, State-10",22-03-36,Cancelled,Flipkart,TRUE,27
FLI-964493,PID-4535,Laptop,Fashion,2,138.26,19-03-36,CUST-1812,Alex,customer13@example.com,-9226944797,"281 Street, City-75, State-28",23-03-36,In Transit,Flipkart,TRUE,9
FLI-681038,PID-5777,Book,Electronics,8,781.06,20-03-36,CUST-2368,Alex,customer176@example.com,-8730556305,"139 Street, City-52, State-16",24-03-36,Cancelled,Flipkart,FALSE,15
FLI-123207,PID-8376,Watch,Fashion,6,482.77,21-03-36,CUST-5251,Jane,customer134@example.com,-7455876383,"369 Street, City-43, State-24",25-03-36,Cancelled,Flipkart,FALSE,12
FLI-475804,PID-3735,Headphones,Fashion,9,648.42,22-03-36,CUST-7944,John,customer207@example.com,-8621149943,"416 Street, City-89, State-5",26-03-36,Delivered,Flipkart,TRUE,11
FLI-298174,PID-1315,Phone,Accessories,8,809.63,23-03-36,CUST-5813,John,customer219@example.com,-7538154347,"42 Street, City-53, State-9",27-03-36,In Transit,Flipkart,TRUE,15
FLI-865214,PID-5556,Headphones,Fashion,9,278.53,24-03-36,CUST-3235,Alex,customer790@example.com,-9801345405,"482 Street, City-69, State-6",28-03-36,Cancelled,Flipkart,FALSE,25
FLI-671344,PID-2658,Watch,Books,8,204.77,25-03-36,CUST-9116,Jane,customer994@example.com,-8925551164,"89 Street, City-56, State-23",29-03-36,In Transit,Flipkart,FALSE,13
FLI-756673,PID-2221,Watch,Accessories,10,214.64,26-03-36,CUST-5173,Jane,customer559@example.com,-7203617257,"430 Street, City-85, State-19",30-03-36,In Transit,Flipkart,FALSE,25
FLI-772558,PID-2138,Phone,Electronics,2,481.38,27-03-36,CUST-1632,Jane,customer597@example.com,-8167937550,"192 Street, City-92, State-23",31-03-36,Delivered,Flipkart,TRUE,15
FLI-199282,PID-1677,Book,Fashion,1,363.07,28-03-36,CUST-8180,Chris,customer878@example.com,-8130236058,"125 Street, City-53, State-3",01-04-36,In Transit,Flipkart,FALSE,16
FLI-997638,PID-5944,Book,Fashion,5,351,29-03-36,CUST-5345,Sam,customer170@example.com,-9596798372,"7 Street, City-20, State-20",02-04-36,In Transit,Flipkart,FALSE,25
FLI-984852,PID-3841,Laptop,Electronics,2,415.14,30-03-36,CUST-6126,John,customer861@example.com,-9830070633,"124 Street, City-26, State-21",03-04-36,Delivered,Flipkart,FALSE,7
FLI-374245,PID-9228,Phone,Electronics,2,607.58,31-03-36,CUST-9973,Alex,customer447@example.com,-9603909299,"129 Street, City-23, State-10",04-04-36,Delivered,Flipkart,FALSE,10
FLI-338334,PID-8366,Shoes,Books,7,777.75,01-04-36,CUST-8082,John,customer675@example.com,-9198889480,"364 Street, City-73, State-29",05-04-36,Delivered,Flipkart,FALSE,19
FLI-521701,PID-1170,Phone,Fashion,10,695.77,02-04-36,CUST-2101,Taylor,customer37@example.com,-9175329397,"45 Street, City-97, State-13",06-04-36,Delivered,Flipkart,TRUE,20
FLI-271097,PID-4099,Phone,Accessories,9,417.33,03-04-36,CUST-1112,Taylor,customer134@example.com,-7942290215,"340 Street, City-8, State-9",07-04-36,In Transit,Flipkart,FALSE,11
FLI-636603,PID-4185,Headphones,Electronics,10,489.45,04-04-36,CUST-1456,Jane,customer773@example.com,-9530464586,"115 Street, City-46, State-26",08-04-36,In Transit,Flipkart,FALSE,27
FLI-834681,PID-4140,Watch,Books,10,659.23,05-04-36,CUST-2677,Jane,customer311@example.com,-7322546814,"28 Street, City-23, State-25",09-04-36,Delivered,Flipkart,FALSE,29
FLI-504134,PID-6768,Laptop,Electronics,3,856.59,06-04-36,CUST-7240,John,customer20@example.com,-7349312700,"313 Street, City-38, State-22",10-04-36,Cancelled,Flipkart,FALSE,12
FLI-558961,PID-5027,Watch,Electronics,4,684.91,07-04-36,CUST-4646,Chris,customer964@example.com,-7911168592,"469 Street, City-56, State-11",11-04-36,Cancelled,Flipkart,FALSE,25
FLI-728347,PID-1893,Book,Electronics,5,861.1,08-04-36,CUST-4409,John,customer66@example.com,-7620733548,"67 Street, City-94, State-12",12-04-36,Cancelled,Flipkart,FALSE,11
FLI-859022,PID-6269,Laptop,Electronics,3,450.22,09-04-36,CUST-4226,Alex,customer913@example.com,-9571884024,"452 Street, City-11, State-10",13-04-36,In Transit,Flipkart,FALSE,29
FLI-116965,PID-7425,Headphones,Fashion,9,431.98,10-04-36,CUST-3241,Taylor,customer686@example.com,-9703402544,"189 Street, City-28, State-5",14-04-36,Delivered,Flipkart,TRUE,28
FLI-497964,PID-2876,Phone,Books,1,874.64,11-04-36,CUST-6006,Jane,customer834@example.com,-8661953130,"375 Street, City-60, State-15",15-04-36,Cancelled,Flipkart,TRUE,15
FLI-745047,PID-9690,Headphones,Electronics,6,521.82,12-04-36,CUST-9066,Alex,customer680@example.com,-8181073660,"62 Street, City-6, State-24",16-04-36,Delivered,Flipkart,TRUE,16
FLI-241680,PID-1887,Headphones,Books,1,680.48,13-04-36,CUST-1835,Jane,customer915@example.com,-9191190766,"462 Street, City-39, State-15",17-04-36,In Transit,Flipkart,TRUE,14
FLI-866343,PID-9973,Shoes,Fashion,1,465.55,14-04-36,CUST-1659,Chris,customer419@example.com,-8081757998,"472 Street, City-91, State-26",18-04-36,Delivered,Flipkart,TRUE,30
FLI-753647,PID-1295,Phone,Electronics,8,650.91,15-04-36,CUST-7496,Sam,customer85@example.com,-7016524195,"430 Street, City-95, State-21",19-04-36,Cancelled,Flipkart,TRUE,14
FLI-373313,PID-3181,Book,Electronics,2,426.9,16-04-36,CUST-8666,Alex,customer863@example.com,-9099434762,"400 Street, City-80, State-9",20-04-36,In Transit,Flipkart,TRUE,10
FLI-464773,PID-4163,Phone,Fashion,7,674.57,17-04-36,CUST-7649,Taylor,customer307@example.com,-8340616717,"3 Street, City-76, State-2",21-04-36,In Transit,Flipkart,FALSE,15
FLI-351291,PID-4173,Watch,Fashion,7,499.02,18-04-36,CUST-3372,Jane,customer163@example.com,-8080330556,"293 Street, City-64, State-7",22-04-36,Cancelled,Flipkart,FALSE,21
FLI-564911,PID-3876,Shoes,Fashion,10,328.37,19-04-36,CUST-2182,Alex,customer597@example.com,-7008023458,"373 Street, City-37, State-3",23-04-36,In Transit,Flipkart,FALSE,12
FLI-450851,PID-4503,Phone,Books,5,311.25,20-04-36,CUST-7371,Sam,customer851@example.com,-9894493753,"123 Street, City-71, State-23",24-04-36,Delivered,Flipkart,FALSE,11
FLI-546772,PID-9214,Phone,Books,9,577.82,21-04-36,CUST-8718,Chris,customer632@example.com,-9138946641,"341 Street, City-68, State-10",25-04-36,Delivered,Flipkart,FALSE,24
FLI-782953,PID-1267,Watch,Fashion,5,325.11,22-04-36,CUST-5422,John,customer18@example.com,-8423662821,"159 Street, City-48, State-25",26-04-36,Delivered,Flipkart,FALSE,23
FLI-233181,PID-7545,Phone,Fashion,5,999.86,23-04-36,CUST-8061,Jane,customer894@example.com,-8465929300,"182 Street, City-23, State-21",27-04-36,In Transit,Flipkart,FALSE,17
FLI-711884,PID-8894,Shoes,Accessories,9,597.16,24-04-36,CUST-4310,John,customer41@example.com,-8464576783,"287 Street, City-3, State-10",28-04-36,In Transit,Flipkart,FALSE,21
FLI-996040,PID-6152,Laptop,Electronics,5,677.78,25-04-36,CUST-8726,Alex,customer751@example.com,-8135540875,"315 Street, City-8, State-27",29-04-36,Delivered,Flipkart,FALSE,11
FLI-141567,PID-9306,Headphones,Fashion,1,552.52,26-04-36,CUST-2073,Alex,customer421@example.com,-9183571787,"145 Street, City-32, State-18",30-04-36,In Transit,Flipkart,FALSE,18
FLI-296243,PID-6743,Laptop,Books,4,964.33,27-04-36,CUST-9647,Alex,customer335@example.com,-7368637790,"399 Street, City-51, State-11",01-05-36,Cancelled,Flipkart,FALSE,12
FLI-732469,PID-1526,Headphones,Books,1,324.28,28-04-36,CUST-4705,John,customer543@example.com,-8568096537,"356 Street, City-77, State-6",02-05-36,Delivered,Flipkart,FALSE,9
FLI-667709,PID-5803,Phone,Fashion,1,307.21,29-04-36,CUST-5333,Chris,customer2@example.com,-8363888333,"370 Street, City-61, State-25",03-05-36,Cancelled,Flipkart,TRUE,10
FLI-830121,PID-7567,Watch,Electronics,4,170.93,30-04-36,CUST-4292,Sam,customer745@example.com,-9638043502,"458 Street, City-23, State-9",04-05-36,Cancelled,Flipkart,FALSE,17
FLI-141628,PID-7238,Headphones,Electronics,1,371.78,01-05-36,CUST-4946,Sam,customer797@example.com,-9618810767,"461 Street, City-92, State-21",05-05-36,Cancelled,Flipkart,FALSE,27
FLI-146113,PID-5990,Phone,Electronics,4,431.01,02-05-36,CUST-8159,John,customer707@example.com,-9087784870,"356 Street, City-57, State-17",06-05-36,Delivered,Flipkart,TRUE,12
FLI-593078,PID-1026,Headphones,Books,6,544.61,03-05-36,CUST-4197,Taylor,customer702@example.com,-9668009142,"73 Street, City-39, State-21",07-05-36,Cancelled,Flipkart,FALSE,13
FLI-957728,PID-5171,Headphones,Fashion,4,903.08,04-05-36,CUST-5312,Chris,customer738@example.com,-9239062764,"205 Street, City-48, State-23",08-05-36,Cancelled,Flipkart,TRUE,20
FLI-103522,PID-1582,Watch,Accessories,7,204.48,05-05-36,CUST-5919,Chris,customer493@example.com,-8835241955,"86 Street, City-32, State-25",09-05-36,Cancelled,Flipkart,FALSE,27
FLI-425371,PID-6388,Watch,Accessories,10,754.53,06-05-36,CUST-1892,Alex,customer467@example.com,-7522003341,"131 Street, City-82, State-2",10-05-36,Cancelled,Flipkart,FALSE,29
FLI-398198,PID-5179,Phone,Fashion,6,669.43,07-05-36,CUST-4296,Alex,customer650@example.com,-7332297422,"494 Street, City-79, State-16",11-05-36,In Transit,Flipkart,FALSE,15
FLI-224301,PID-8116,Headphones,Fashion,8,337.89,08-05-36,CUST-8058,John,customer956@example.com,-8234137563,"223 Street, City-26, State-5",12-05-36,Cancelled,Flipkart,FALSE,8
FLI-387288,PID-7780,Watch,Books,5,559.22,09-05-36,CUST-8507,Alex,customer204@example.com,-8033723983,"173 Street, City-62, State-9",13-05-36,In Transit,Flipkart,TRUE,19
FLI-307514,PID-4773,Phone,Accessories,7,698.19,10-05-36,CUST-7763,Taylor,customer707@example.com,-8595723394,"463 Street, City-19, State-14",14-05-36,Delivered,Flipkart,TRUE,12
FLI-621933,PID-4205,Laptop,Electronics,9,698.36,11-05-36,CUST-2211,Jane,customer777@example.com,-7397269818,"58 Street, City-14, State-22",15-05-36,Cancelled,Flipkart,TRUE,14
FLI-155949,PID-2566,Watch,Accessories,6,475.2,12-05-36,CUST-2283,Chris,customer645@example.com,-9140665334,"412 Street, City-67, State-9",16-05-36,Cancelled,Flipkart,FALSE,28
FLI-562181,PID-7859,Phone,Accessories,3,298.72,13-05-36,CUST-5260,Taylor,customer779@example.com,-7077334453,"356 Street, City-77, State-1",17-05-36,In Transit,Flipkart,FALSE,29
FLI-637262,PID-4581,Headphones,Accessories,5,384.9,14-05-36,CUST-7293,John,customer767@example.com,-7906593268,"193 Street, City-65, State-24",18-05-36,Delivered,Flipkart,FALSE,18
FLI-300358,PID-1964,Book,Books,7,953.01,15-05-36,CUST-7382,John,customer346@example.com,-8199231126,"419 Street, City-66, State-8",19-05-36,Cancelled,Flipkart,TRUE,22
FLI-392370,PID-8267,Headphones,Books,2,546.04,16-05-36,CUST-9499,Taylor,customer942@example.com,-7022664268,"245 Street, City-45, State-25",20-05-36,Delivered,Flipkart,FALSE,29
FLI-282852,PID-5972,Phone,Electronics,9,776.76,17-05-36,CUST-8109,Jane,customer393@example.com,-9487536198,"412 Street, City-16, State-6",21-05-36,Cancelled,Flipkart,TRUE,25
FLI-454213,PID-6690,Phone,Accessories,7,809.92,18-05-36,CUST-3906,Jane,customer526@example.com,-9686413772,"95 Street, City-82, State-29",22-05-36,Cancelled,Flipkart,FALSE,10
FLI-103855,PID-3208,Watch,Accessories,8,696.95,19-05-36,CUST-1779,Sam,customer113@example.com,-8244801052,"232 Street, City-82, State-27",23-05-36,Cancelled,Flipkart,TRUE,25
FLI-585230,PID-5112,Phone,Accessories,2,827.87,20-05-36,CUST-5414,John,customer16@example.com,-7965364669,"478 Street, City-14, State-15",24-05-36,In Transit,Flipkart,FALSE,15
FLI-672125,PID-9782,Shoes,Books,2,113.79,21-05-36,CUST-2420,Taylor,customer352@example.com,-9710081829,"150 Street, City-83, State-22",25-05-36,Delivered,Flipkart,FALSE,9
FLI-747363,PID-5068,Headphones,Electronics,7,670.21,22-05-36,CUST-4710,John,customer676@example.com,-9537033014,"51 Street, City-76, State-20",26-05-36,Delivered,Flipkart,TRUE,28
FLI-308614,PID-2827,Book,Electronics,6,183.51,23-05-36,CUST-2369,John,customer998@example.com,-7551787835,"402 Street, City-87, State-3",27-05-36,Cancelled,Flipkart,FALSE,15
FLI-648158,PID-8559,Book,Fashion,4,310.18,24-05-36,CUST-4685,John,customer618@example.com,-7056850779,"297 Street, City-83, State-30",28-05-36,Cancelled,Flipkart,TRUE,19
FLI-116658,PID-3088,Headphones,Books,9,896.87,25-05-36,CUST-3189,Sam,customer474@example.com,-9351912740,"447 Street, City-44, State-12",29-05-36,Cancelled,Flipkart,TRUE,26
FLI-386783,PID-5859,Shoes,Books,7,109.34,26-05-36,CUST-9920,Jane,customer467@example.com,-8045497849,"266 Street, City-80, State-1",30-05-36,Cancelled,Flipkart,TRUE,8
FLI-984473,PID-9729,Watch,Books,10,789.92,27-05-36,CUST-1038,Taylor,customer950@example.com,-8523067503,"375 Street, City-83, State-9",31-05-36,Cancelled,Flipkart,TRUE,12
FLI-828550,PID-7751,Shoes,Fashion,9,283.39,28-05-36,CUST-2732,Chris,customer583@example.com,-8678871946,"253 Street, City-8, State-9",01-06-36,Delivered,Flipkart,TRUE,13
FLI-924929,PID-9416,Book,Accessories,3,406.12,29-05-36,CUST-9881,John,customer865@example.com,-8585999012,"352 Street, City-28, State-11",02-06-36,In Transit,Flipkart,FALSE,27
