OrderID,ProductID,ProductName,Category,QuantitySold,SellingPrice,DateOfSale,CustomerID,CustomerName,ContactEmail,PhoneNumber,DeliveryAddress,DeliveryDate,DeliveryStatus,Platform,PrimeDelivery,WarehouseLocation
AMA-367075,PID-8414,Shoes,Fashion,7,310.09,2040-04-18,CUST-4763,John,customer447@example.com,+91-7294095786,"287 Street, City-22, State-13",2040-04-22,Delivered,Amazon,True,North
AMA-794156,PID-9050,Phone,Accessories,6,692.33,2040-04-19,CUST-8274,Chris,customer230@example.com,+91-8941308008,"182 Street, City-20, State-18",2040-04-23,Delivered,Amazon,False,East
AMA-989973,PID-9905,Headphones,Electronics,3,401.49,2040-04-20,CUST-2666,Alex,customer584@example.com,+91-9794602412,"485 Street, City-98, State-15",2040-04-24,Delivered,Amazon,True,West
AMA-963094,PID-7806,Watch,Books,3,795.06,2040-04-21,CUST-2158,Sam,customer499@example.com,+91-7035174302,"176 Street, City-41, State-8",2040-04-25,Delivered,Amazon,False,West
AMA-974388,PID-6673,Watch,Books,3,536.63,2040-04-22,CUST-3536,Taylor,customer929@example.com,+91-7657690244,"240 Street, City-2, State-24",2040-04-26,Cancelled,Amazon,False,West
AMA-124262,PID-4311,Book,Books,9,343.15,2040-04-23,CUST-5879,Chris,customer224@example.com,+91-7701833858,"30 Street, City-51, State-9",2040-04-27,Cancelled,Amazon,True,North
AMA-984331,PID-3080,Laptop,Electronics,5,428.8,2040-04-24,CUST-4055,Sam,customer232@example.com,+91-7702623147,"262 Street, City-75, State-13",2040-04-28,Delivered,Amazon,True,East
AMA-762462,PID-3257,Laptop,Books,7,724.46,2040-04-25,CUST-5624,John,customer911@example.com,+91-9298822220,"264 Street, City-51, State-8",2040-04-29,Cancelled,Amazon,False,West
AMA-422302,PID-4340,Shoes,Accessories,1,506.52,2040-04-26,CUST-3427,Alex,customer907@example.com,+91-7668467942,"104 Street, City-30, State-4",2040-04-30,In Transit,Amazon,False,South
AMA-972469,PID-9222,Watch,Electronics,1,564.02,2040-04-27,CUST-2288,Sam,customer786@example.com,+91-9753218437,"274 Street, City-89, State-30",2040-05-01,In Transit,Amazon,False,West
AMA-160910,PID-7148,Laptop,Fashion,2,869.04,2040-04-28,CUST-4875,Taylor,customer291@example.com,+91-7670634574,"286 Street, City-31, State-17",2040-05-02,Cancelled,Amazon,False,North
AMA-372339,PID-1589,Headphones,Books,10,425.88,2040-04-29,CUST-3356,Chris,customer89@example.com,+91-7695395614,"306 Street, City-95, State-21",2040-05-03,In Transit,Amazon,True,East
AMA-697795,PID-4650,Headphones,Fashion,4,473.58,2040-04-30,CUST-1552,Sam,customer773@example.com,+91-7667232128,"61 Street, City-73, State-17",2040-05-04,Delivered,Amazon,True,West
AMA-130432,PID-8919,Phone,Accessories,10,382.71,2040-05-01,CUST-9972,Chris,customer303@example.com,+91-7654681030,"86 Street, City-27, State-11",2040-05-05,Delivered,Amazon,False,South
AMA-797302,PID-2229,Laptop,Electronics,8,120.04,2040-05-02,CUST-5896,Taylor,customer769@example.com,+91-7608123615,"325 Street, City-54, State-17",2040-05-06,Cancelled,Amazon,True,West
AMA-456508,PID-2177,Headphones,Electronics,3,729.61,2040-05-03,CUST-6872,John,customer421@example.com,+91-7994509743,"222 Street, City-14, State-25",2040-05-07,Cancelled,Amazon,False,South
AMA-274352,PID-9389,Headphones,Books,7,342.29,2040-05-04,CUST-1957,Chris,customer482@example.com,+91-9511957925,"74 Street, City-56, State-13",2040-05-08,In Transit,Amazon,True,East
AMA-670593,PID-6750,Headphones,Fashion,8,919.75,2040-05-05,CUST-1657,John,customer455@example.com,+91-7099961071,"51 Street, City-31, State-21",2040-05-09,Cancelled,Amazon,True,South
AMA-615861,PID-1653,Phone,Fashion,1,804.38,2040-05-06,CUST-8744,Alex,customer314@example.com,+91-8671252931,"298 Street, City-90, State-6",2040-05-10,In Transit,Amazon,False,West
AMA-725193,PID-6795,Shoes,Accessories,10,195.27,2040-05-07,CUST-1832,Jane,customer489@example.com,+91-7067088313,"40 Street, City-30, State-4",2040-05-11,In Transit,Amazon,True,North
AMA-726007,PID-8168,Headphones,Books,8,909.35,2040-05-08,CUST-6387,John,customer267@example.com,+91-8575315185,"366 Street, City-19, State-4",2040-05-12,Cancelled,Amazon,True,North
AMA-772580,PID-1141,Headphones,Accessories,8,109.76,2040-05-09,CUST-8021,Sam,customer841@example.com,+91-9339500176,"107 Street, City-43, State-30",2040-05-13,Delivered,Amazon,True,South
AMA-295985,PID-3220,Shoes,Accessories,5,624.67,2040-05-10,CUST-1281,John,customer472@example.com,+91-9748423154,"359 Street, City-22, State-2",2040-05-14,Cancelled,Amazon,False,West
AMA-423102,PID-4667,Headphones,Electronics,6,527.16,2040-05-11,CUST-8697,Jane,customer534@example.com,+91-9368219051,"331 Street, City-59, State-25",2040-05-15,In Transit,Amazon,True,East
AMA-449408,PID-9628,Watch,Books,9,645.03,2040-05-12,CUST-4602,John,customer124@example.com,+91-7228160984,"98 Street, City-57, State-15",2040-05-16,Cancelled,Amazon,True,South
AMA-247654,PID-5845,Headphones,Books,9,112.39,2040-05-13,CUST-6301,Alex,customer431@example.com,+91-8620521909,"224 Street, City-38, State-27",2040-05-17,Delivered,Amazon,False,South
AMA-141847,PID-8975,Watch,Electronics,2,564.16,2040-05-14,CUST-5551,Chris,customer54@example.com,+91-7867305594,"1 Street, City-5, State-7",2040-05-18,Cancelled,Amazon,False,West
AMA-620144,PID-8267,Shoes,Electronics,1,601.84,2040-05-15,CUST-8884,Sam,customer797@example.com,+91-7792904866,"207 Street, City-65, State-13",2040-05-19,In Transit,Amazon,True,West
AMA-251674,PID-7934,Book,Accessories,1,215.95,2040-05-16,CUST-5818,Taylor,customer208@example.com,+91-8721361600,"387 Street, City-16, State-6",2040-05-20,In Transit,Amazon,True,West
AMA-947180,PID-8216,Laptop,Books,10,870.59,2040-05-17,CUST-3617,Jane,customer436@example.com,+91-8401455558,"466 Street, City-17, State-3",2040-05-21,Delivered,Amazon,True,South
AMA-317706,PID-9806,Phone,Books,10,925.48,2040-05-18,CUST-8192,Sam,customer67@example.com,+91-7550724499,"263 Street, City-59, State-27",2040-05-22,In Transit,Amazon,True,North
AMA-754312,PID-1562,Book,Accessories,8,323.41,2040-05-19,CUST-5891,John,customer52@example.com,+91-7734399988,"451 Street, City-5, State-23",2040-05-23,In Transit,Amazon,False,North
AMA-859295,PID-3572,Book,Fashion,2,463.53,2040-05-20,CUST-7450,Sam,customer60@example.com,+91-8486036887,"478 Street, City-73, State-25",2040-05-24,In Transit,Amazon,False,North
AMA-985922,PID-1346,Phone,Electronics,8,140.13,2040-05-21,CUST-6978,Sam,customer469@example.com,+91-8551289072,"97 Street, City-30, State-26",2040-05-25,Delivered,Amazon,True,East
AMA-739869,PID-5257,Headphones,Accessories,8,663.33,2040-05-22,CUST-6207,Alex,customer446@example.com,+91-7285061300,"226 Street, City-55, State-19",2040-05-26,Delivered,Amazon,False,South
AMA-642393,PID-4464,Laptop,Accessories,8,834.94,2040-05-23,CUST-2923,Taylor,customer420@example.com,+91-9186371869,"459 Street, City-17, State-10",2040-05-27,In Transit,Amazon,True,North
AMA-795486,PID-1780,Headphones,Electronics,5,635.29,2040-05-24,CUST-9684,Alex,customer144@example.com,+91-9060114325,"428 Street, City-100, State-25",2040-05-28,Cancelled,Amazon,False,North
AMA-255039,PID-8305,Shoes,Electronics,3,855.44,2040-05-25,CUST-8617,Jane,customer92@example.com,+91-9149803754,"141 Street, City-7, State-26",2040-05-29,In Transit,Amazon,True,North
AMA-358117,PID-1515,Headphones,Fashion,10,263.67,2040-05-26,CUST-9205,Alex,customer920@example.com,+91-9683794312,"260 Street, City-65, State-8",2040-05-30,Cancelled,Amazon,False,South
AMA-355217,PID-8720,Phone,Electronics,10,220.94,2040-05-27,CUST-8648,Jane,customer798@example.com,+91-8247860164,"207 Street, City-35, State-2",2040-05-31,In Transit,Amazon,True,West
AMA-171181,PID-9344,Shoes,Books,1,356.55,2040-05-28,CUST-1135,Chris,customer835@example.com,+91-7276710380,"419 Street, City-45, State-24",2040-06-01,Cancelled,Amazon,False,East
AMA-434593,PID-7841,Phone,Fashion,4,126.85,2040-05-29,CUST-1335,John,customer676@example.com,+91-7775669645,"289 Street, City-80, State-10",2040-06-02,In Transit,Amazon,False,East
AMA-416826,PID-9961,Laptop,Accessories,4,708.12,2040-05-30,CUST-1509,Taylor,customer732@example.com,+91-8514459047,"162 Street, City-34, State-27",2040-06-03,Delivered,Amazon,False,East
AMA-280639,PID-8009,Laptop,Accessories,10,131.12,2040-05-31,CUST-4764,Taylor,customer747@example.com,+91-7199599370,"227 Street, City-61, State-14",2040-06-04,In Transit,Amazon,False,West
AMA-769706,PID-1159,Book,Books,4,248.09,2040-06-01,CUST-1931,Chris,customer114@example.com,+91-9255604698,"269 Street, City-88, State-14",2040-06-05,In Transit,Amazon,False,East
AMA-261665,PID-7757,Shoes,Accessories,5,184.64,2040-06-02,CUST-7837,Jane,customer381@example.com,+91-7199554788,"90 Street, City-82, State-16",2040-06-06,In Transit,Amazon,False,East
AMA-243512,PID-9206,Phone,Books,3,344.43,2040-06-03,CUST-7281,Jane,customer561@example.com,+91-9138934861,"243 Street, City-10, State-15",2040-06-07,Cancelled,Amazon,True,East
AMA-137930,PID-5490,Book,Electronics,9,120.44,2040-06-04,CUST-4240,John,customer300@example.com,+91-9957692373,"217 Street, City-61, State-26",2040-06-08,Delivered,Amazon,False,South
AMA-425133,PID-3585,Headphones,Accessories,8,628.02,2040-06-05,CUST-3340,Alex,customer764@example.com,+91-9273787067,"108 Street, City-92, State-15",2040-06-09,Cancelled,Amazon,True,South
AMA-926866,PID-4587,Phone,Books,1,346.46,2040-06-06,CUST-9374,John,customer959@example.com,+91-8290313108,"169 Street, City-12, State-3",2040-06-10,Cancelled,Amazon,True,East
AMA-294954,PID-4788,Watch,Electronics,6,702.43,2040-06-07,CUST-3920,Alex,customer930@example.com,+91-7880943631,"456 Street, City-53, State-26",2040-06-11,Delivered,Amazon,True,South
AMA-233858,PID-2643,Book,Electronics,8,284.12,2040-06-08,CUST-1459,Alex,customer66@example.com,+91-9774897505,"416 Street, City-78, State-29",2040-06-12,In Transit,Amazon,True,North
AMA-279750,PID-6688,Phone,Electronics,2,297.01,2040-06-09,CUST-2496,John,customer9@example.com,+91-7933196056,"24 Street, City-58, State-25",2040-06-13,Cancelled,Amazon,False,East
AMA-163561,PID-8676,Shoes,Books,2,482.37,2040-06-10,CUST-4389,John,customer887@example.com,+91-9144310674,"180 Street, City-81, State-4",2040-06-14,Delivered,Amazon,False,South
AMA-672003,PID-9997,Headphones,Electronics,7,393.01,2040-06-11,CUST-6662,Jane,customer130@example.com,+91-7792110723,"267 Street, City-62, State-28",2040-06-15,Delivered,Amazon,True,West
AMA-986035,PID-7139,Phone,Accessories,3,447.82,2040-06-12,CUST-3759,John,customer30@example.com,+91-8651134566,"500 Street, City-23, State-11",2040-06-16,Cancelled,Amazon,True,North
AMA-357924,PID-3872,Shoes,Electronics,7,335.96,2040-06-13,CUST-5515,Chris,customer434@example.com,+91-8186488078,"429 Street, City-89, State-10",2040-06-17,In Transit,Amazon,True,East
AMA-466269,PID-6030,Watch,Books,5,144.12,2040-06-14,CUST-5524,John,customer448@example.com,+91-8295956565,"143 Street, City-37, State-10",2040-06-18,Delivered,Amazon,False,North
AMA-750713,PID-7639,Shoes,Accessories,6,334.27,2040-06-15,CUST-5369,Chris,customer28@example.com,+91-8026237751,"280 Street, City-23, State-29",2040-06-19,In Transit,Amazon,True,South
AMA-792688,PID-6413,Headphones,Electronics,2,902.84,2040-06-16,CUST-7669,Jane,customer275@example.com,+91-8631943568,"406 Street, City-40, State-6",2040-06-20,Cancelled,Amazon,False,West
AMA-208033,PID-2834,Shoes,Fashion,8,624.37,2040-06-17,CUST-6069,Taylor,customer346@example.com,+91-7850621515,"295 Street, City-96, State-1",2040-06-21,Delivered,Amazon,True,South
AMA-471986,PID-1142,Shoes,Books,3,965.03,2040-06-18,CUST-9726,John,customer663@example.com,+91-9216863328,"244 Street, City-17, State-8",2040-06-22,In Transit,Amazon,False,South
AMA-464815,PID-1376,Laptop,Accessories,7,346.36,2040-06-19,CUST-9100,Taylor,customer972@example.com,+91-9527579136,"499 Street, City-87, State-6",2040-06-23,In Transit,Amazon,False,South
AMA-528121,PID-5369,Laptop,Electronics,7,602.97,2040-06-20,CUST-2458,Taylor,customer957@example.com,+91-8464260664,"67 Street, City-67, State-21",2040-06-24,Cancelled,Amazon,True,South
AMA-509916,PID-3463,Book,Accessories,3,743.66,2040-06-21,CUST-5815,Alex,customer273@example.com,+91-9179280737,"269 Street, City-18, State-24",2040-06-25,Cancelled,Amazon,False,South
AMA-303849,PID-5925,Shoes,Accessories,5,319.03,2040-06-22,CUST-3381,Alex,customer640@example.com,+91-8465975161,"136 Street, City-99, State-14",2040-06-26,Delivered,Amazon,True,West
AMA-337395,PID-4941,Book,Books,9,513.85,2040-06-23,CUST-1088,Taylor,customer705@example.com,+91-9469801903,"37 Street, City-49, State-9",2040-06-27,Delivered,Amazon,False,West
AMA-885716,PID-8635,Shoes,Accessories,4,679.53,2040-06-24,CUST-8146,Taylor,customer639@example.com,+91-9744835016,"381 Street, City-96, State-9",2040-06-28,Delivered,Amazon,False,North
AMA-648517,PID-5747,Phone,Fashion,1,668.8,2040-06-25,CUST-3800,John,customer20@example.com,+91-9198658883,"214 Street, City-54, State-20",2040-06-29,Delivered,Amazon,True,East
AMA-754002,PID-5942,Headphones,Electronics,10,853.28,2040-06-26,CUST-7796,Taylor,customer537@example.com,+91-9393952179,"363 Street, City-98, State-2",2040-06-30,Delivered,Amazon,True,West
AMA-482023,PID-8538,Watch,Accessories,8,556.16,2040-06-27,CUST-1800,John,customer490@example.com,+91-8226518196,"231 Street, City-47, State-21",2040-07-01,Delivered,Amazon,False,West
AMA-297830,PID-7752,Laptop,Electronics,10,313.02,2040-06-28,CUST-2140,John,customer436@example.com,+91-8086173632,"254 Street, City-11, State-17",2040-07-02,Delivered,Amazon,True,North
AMA-393627,PID-6317,Book,Books,3,247.41,2040-06-29,CUST-2738,Taylor,customer524@example.com,+91-8394739456,"35 Street, City-25, State-20",2040-07-03,Delivered,Amazon,False,South
AMA-238081,PID-1890,Shoes,Electronics,10,746.88,2040-06-30,CUST-5468,Taylor,customer882@example.com,+91-8501414526,"231 Street, City-94, State-28",2040-07-04,In Transit,Amazon,True,West
AMA-699675,PID-8377,Headphones,Fashion,7,301.6,2040-07-01,CUST-3624,Jane,customer792@example.com,+91-7165534030,"124 Street, City-44, State-29",2040-07-05,Cancelled,Amazon,True,East
AMA-456062,PID-9317,Laptop,Electronics,10,246.33,2040-07-02,CUST-8193,John,customer721@example.com,+91-7116814469,"118 Street, City-38, State-5",2040-07-06,In Transit,Amazon,True,North
AMA-833369,PID-5221,Watch,Electronics,4,442.73,2040-07-03,CUST-3732,Alex,customer889@example.com,+91-9892993408,"283 Street, City-72, State-19",2040-07-07,Delivered,Amazon,True,West
AMA-478811,PID-4771,Phone,Fashion,9,695.84,2040-07-04,CUST-3667,John,customer261@example.com,+91-9436161820,"6 Street, City-33, State-12",2040-07-08,Cancelled,Amazon,False,West
AMA-996775,PID-3572,Shoes,Accessories,3,459.33,2040-07-05,CUST-1239,Taylor,customer283@example.com,+91-7861135685,"401 Street, City-71, State-14",2040-07-09,In Transit,Amazon,True,East
AMA-780187,PID-9791,Watch,Electronics,8,957.8,2040-07-06,CUST-3892,Alex,customer54@example.com,+91-7444362810,"257 Street, City-34, State-20",2040-07-10,Cancelled,Amazon,False,North
AMA-894577,PID-3082,Headphones,Books,2,682.38,2040-07-07,CUST-2266,Alex,customer563@example.com,+91-9775926098,"172 Street, City-58, State-2",2040-07-11,In Transit,Amazon,False,South
AMA-236350,PID-2151,Headphones,Books,10,907.64,2040-07-08,CUST-3357,Alex,customer499@example.com,+91-9205498789,"173 Street, City-84, State-3",2040-07-12,Delivered,Amazon,False,North
AMA-764767,PID-9245,Watch,Accessories,6,700.27,2040-07-09,CUST-3949,Chris,customer643@example.com,+91-7004805091,"218 Street, City-40, State-12",2040-07-13,In Transit,Amazon,False,South
AMA-666320,PID-8260,Watch,Electronics,2,537.71,2040-07-10,CUST-1982,Chris,customer493@example.com,+91-7935279240,"177 Street, City-39, State-30",2040-07-14,Delivered,Amazon,True,South
AMA-913278,PID-2933,Shoes,Books,4,683.87,2040-07-11,CUST-1735,Chris,customer496@example.com,+91-7426317032,"339 Street, City-39, State-12",2040-07-15,In Transit,Amazon,False,East
AMA-503353,PID-6601,Laptop,Fashion,9,120.11,2040-07-12,CUST-8447,Chris,customer873@example.com,+91-7793313309,"431 Street, City-30, State-15",2040-07-16,In Transit,Amazon,True,East
AMA-375174,PID-5281,Phone,Books,9,629.15,2040-07-13,CUST-5269,Sam,customer897@example.com,+91-9000920348,"308 Street, City-53, State-11",2040-07-17,Cancelled,Amazon,True,West
AMA-552508,PID-7749,Phone,Fashion,9,276.88,2040-07-14,CUST-6935,Taylor,customer850@example.com,+91-8590009271,"309 Street, City-5, State-13",2040-07-18,In Transit,Amazon,True,South
AMA-208642,PID-2422,Shoes,Fashion,6,839.15,2040-07-15,CUST-2197,Jane,customer13@example.com,+91-9848262238,"341 Street, City-18, State-16",2040-07-19,In Transit,Amazon,True,East
AMA-378029,PID-6062,Shoes,Electronics,7,595.59,2040-07-16,CUST-6970,Sam,customer574@example.com,+91-9481686943,"120 Street, City-73, State-27",2040-07-20,Cancelled,Amazon,True,East
AMA-188088,PID-6677,Watch,Books,7,143.95,2040-07-17,CUST-9215,Taylor,customer853@example.com,+91-7878840255,"388 Street, City-50, State-4",2040-07-21,Cancelled,Amazon,False,East
AMA-441814,PID-2933,Watch,Electronics,4,514.24,2040-07-18,CUST-6188,Jane,customer21@example.com,+91-7425447501,"174 Street, City-22, State-9",2040-07-22,Cancelled,Amazon,True,North
AMA-348277,PID-6286,Phone,Accessories,7,402.63,2040-07-19,CUST-7886,John,customer534@example.com,+91-9732174112,"166 Street, City-12, State-19",2040-07-23,Delivered,Amazon,False,North
AMA-347580,PID-4463,Shoes,Books,1,538.76,2040-07-20,CUST-9236,Chris,customer363@example.com,+91-9776255673,"191 Street, City-61, State-2",2040-07-24,In Transit,Amazon,True,East
AMA-754175,PID-4939,Headphones,Electronics,9,356.59,2040-07-21,CUST-7089,Chris,customer368@example.com,+91-9794463166,"216 Street, City-98, State-13",2040-07-25,Delivered,Amazon,False,East
AMA-285871,PID-9302,Phone,Fashion,1,494.16,2040-07-22,CUST-7042,Chris,customer688@example.com,+91-9300702138,"232 Street, City-97, State-16",2040-07-26,Cancelled,Amazon,True,East
AMA-574981,PID-6561,Shoes,Electronics,4,328.25,2040-07-23,CUST-8703,John,customer474@example.com,+91-9158814776,"68 Street, City-61, State-17",2040-07-27,Cancelled,Amazon,False,West
AMA-814422,PID-6270,Headphones,Fashion,5,190.86,2040-07-24,CUST-5768,John,customer850@example.com,+91-9742769348,"472 Street, City-70, State-19",2040-07-28,In Transit,Amazon,True,North
AMA-631629,PID-5966,Book,Accessories,5,731.67,2040-07-25,CUST-6679,Sam,customer570@example.com,+91-9971510363,"464 Street, City-30, State-27",2040-07-29,Cancelled,Amazon,True,East
AMA-607993,PID-9367,Watch,Accessories,5,849.6,2040-07-26,CUST-3312,John,customer872@example.com,+91-7024834199,"113 Street, City-87, State-14",2040-07-30,Cancelled,Amazon,False,West
AMA-966868,PID-9161,Headphones,Fashion,2,318.73,2040-07-27,CUST-1463,Sam,customer376@example.com,+91-9522619487,"261 Street, City-91, State-11",2040-07-31,Delivered,Amazon,True,East
AMA-112409,PID-6711,Shoes,Electronics,5,336.56,2040-07-28,CUST-7731,Chris,customer548@example.com,+91-9592402481,"144 Street, City-58, State-15",2040-08-01,Delivered,Amazon,True,South
AMA-890138,PID-1862,Shoes,Fashion,6,132.25,2040-07-29,CUST-6845,Taylor,customer590@example.com,+91-8839974849,"452 Street, City-29, State-30",2040-08-02,In Transit,Amazon,True,East
AMA-619384,PID-2140,Book,Electronics,4,297.87,2040-07-30,CUST-4485,John,customer675@example.com,+91-8558898207,"153 Street, City-28, State-19",2040-08-03,Cancelled,Amazon,True,North
AMA-447796,PID-7799,Phone,Electronics,8,833.31,2040-07-31,CUST-3681,Taylor,customer530@example.com,+91-7229891329,"392 Street, City-19, State-11",2040-08-04,In Transit,Amazon,False,East
AMA-331438,PID-4729,Watch,Electronics,4,673.56,2040-08-01,CUST-3688,Chris,customer696@example.com,+91-8215551274,"147 Street, City-61, State-16",2040-08-05,In Transit,Amazon,False,West
AMA-845751,PID-4790,Shoes,Fashion,10,803.74,2040-08-02,CUST-5481,Sam,customer380@example.com,+91-9688349905,"420 Street, City-39, State-27",2040-08-06,In Transit,Amazon,True,South
AMA-894192,PID-7757,Watch,Accessories,10,683.84,2040-08-03,CUST-6950,Taylor,customer361@example.com,+91-8292129329,"147 Street, City-54, State-9",2040-08-07,In Transit,Amazon,True,West
AMA-273690,PID-2805,Book,Books,1,620.16,2040-08-04,CUST-2059,Alex,customer262@example.com,+91-8160489027,"306 Street, City-15, State-28",2040-08-08,Delivered,Amazon,True,South
AMA-300018,PID-7466,Watch,Accessories,1,487.35,2040-08-05,CUST-9897,Alex,customer268@example.com,+91-9716434072,"131 Street, City-12, State-26",2040-08-09,Delivered,Amazon,False,West
AMA-194819,PID-5072,Shoes,Books,5,704.0,2040-08-06,CUST-6844,Alex,customer877@example.com,+91-9411594930,"26 Street, City-86, State-11",2040-08-10,Delivered,Amazon,False,South
AMA-732107,PID-7955,Phone,Fashion,2,200.18,2040-08-07,CUST-8509,John,customer805@example.com,+91-9551450655,"110 Street, City-39, State-2",2040-08-11,In Transit,Amazon,False,East
AMA-213340,PID-7928,Headphones,Books,7,888.38,2040-08-08,CUST-9792,Jane,customer486@example.com,+91-7701228809,"454 Street, City-60, State-19",2040-08-12,Delivered,Amazon,False,South
AMA-962435,PID-3124,Headphones,Fashion,1,356.63,2040-08-09,CUST-9884,Taylor,customer87@example.com,+91-8404043859,"403 Street, City-56, State-16",2040-08-13,Delivered,Amazon,False,East
AMA-518854,PID-8873,Headphones,Fashion,10,836.09,2040-08-10,CUST-6215,Sam,customer375@example.com,+91-9155816771,"98 Street, City-27, State-27",2040-08-14,Delivered,Amazon,False,South
AMA-924250,PID-6764,Laptop,Fashion,8,577.93,2040-08-11,CUST-5192,Jane,customer520@example.com,+91-7892263622,"457 Street, City-40, State-6",2040-08-15,In Transit,Amazon,True,North
AMA-736695,PID-9966,Shoes,Fashion,3,449.83,2040-08-12,CUST-3860,John,customer202@example.com,+91-8440553721,"399 Street, City-11, State-15",2040-08-16,Cancelled,Amazon,False,West
AMA-578461,PID-8762,Shoes,Books,6,856.03,2040-08-13,CUST-9013,Alex,customer178@example.com,+91-8887837344,"64 Street, City-34, State-18",2040-08-17,In Transit,Amazon,True,South
AMA-249886,PID-5192,Phone,Fashion,9,986.03,2040-08-14,CUST-4019,Alex,customer224@example.com,+91-8682439074,"183 Street, City-59, State-1",2040-08-18,Cancelled,Amazon,False,West
AMA-636115,PID-3894,Laptop,Books,8,203.92,2040-08-15,CUST-8016,Jane,customer673@example.com,+91-9878946725,"58 Street, City-65, State-13",2040-08-19,Cancelled,Amazon,False,East
AMA-328739,PID-8141,Phone,Fashion,9,431.72,2040-08-16,CUST-5693,Sam,customer48@example.com,+91-8361870579,"138 Street, City-94, State-4",2040-08-20,Delivered,Amazon,True,South
AMA-159948,PID-5520,Watch,Books,6,343.98,2040-08-17,CUST-9086,Chris,customer84@example.com,+91-9178174682,"390 Street, City-16, State-26",2040-08-21,Delivered,Amazon,False,South
AMA-116784,PID-4710,Headphones,Fashion,10,693.63,2040-08-18,CUST-7175,John,customer876@example.com,+91-9101176884,"257 Street, City-26, State-5",2040-08-22,Delivered,Amazon,True,South
AMA-426167,PID-7292,Headphones,Books,6,486.39,2040-08-19,CUST-2349,Taylor,customer798@example.com,+91-7512003986,"137 Street, City-26, State-23",2040-08-23,In Transit,Amazon,False,South
AMA-434798,PID-8962,Book,Books,7,267.48,2040-08-20,CUST-2260,Taylor,customer844@example.com,+91-7555079280,"25 Street, City-60, State-11",2040-08-24,Delivered,Amazon,False,South
AMA-117275,PID-6773,Book,Fashion,9,562.0,2040-08-21,CUST-1711,Jane,customer574@example.com,+91-7211517535,"149 Street, City-6, State-11",2040-08-25,In Transit,Amazon,False,East
AMA-866993,PID-7427,Book,Accessories,5,445.43,2040-08-22,CUST-8502,Chris,customer399@example.com,+91-9840761554,"383 Street, City-53, State-14",2040-08-26,Cancelled,Amazon,True,South
AMA-755541,PID-5578,Book,Accessories,3,695.98,2040-08-23,CUST-3631,Alex,customer137@example.com,+91-8895866805,"420 Street, City-54, State-9",2040-08-27,Delivered,Amazon,False,East
AMA-968381,PID-8453,Shoes,Accessories,8,683.41,2040-08-24,CUST-7672,Taylor,customer691@example.com,+91-9633399090,"28 Street, City-44, State-7",2040-08-28,Cancelled,Amazon,False,West
AMA-813669,PID-8076,Shoes,Fashion,8,387.38,2040-08-25,CUST-5275,Chris,customer924@example.com,+91-8728418000,"80 Street, City-70, State-2",2040-08-29,Delivered,Amazon,False,East
AMA-730039,PID-5321,Phone,Electronics,10,739.63,2040-08-26,CUST-4647,John,customer317@example.com,+91-7425621011,"218 Street, City-19, State-27",2040-08-30,Cancelled,Amazon,True,North
AMA-653167,PID-9494,Watch,Fashion,2,829.89,2040-08-27,CUST-5071,Taylor,customer607@example.com,+91-9384621859,"199 Street, City-41, State-18",2040-08-31,Cancelled,Amazon,True,East
AMA-674712,PID-8519,Phone,Fashion,8,507.14,2040-08-28,CUST-2876,Jane,customer943@example.com,+91-8784798171,"353 Street, City-93, State-26",2040-09-01,Cancelled,Amazon,False,North
AMA-990467,PID-1165,Headphones,Books,10,877.13,2040-08-29,CUST-7426,Jane,customer160@example.com,+91-9581431508,"187 Street, City-99, State-21",2040-09-02,Delivered,Amazon,True,East
AMA-256182,PID-8744,Book,Accessories,9,379.79,2040-08-30,CUST-3026,Chris,customer570@example.com,+91-7621799447,"203 Street, City-64, State-13",2040-09-03,In Transit,Amazon,True,East
AMA-538541,PID-3091,Laptop,Books,10,789.89,2040-08-31,CUST-1951,Alex,customer394@example.com,+91-8124514237,"95 Street, City-24, State-7",2040-09-04,Cancelled,Amazon,False,East
AMA-723374,PID-2650,Watch,Electronics,9,520.15,2040-09-01,CUST-2067,Taylor,customer853@example.com,+91-7532136609,"62 Street, City-75, State-24",2040-09-05,Delivered,Amazon,True,West
AMA-695901,PID-8113,Laptop,Accessories,3,933.57,2040-09-02,CUST-2214,Jane,customer711@example.com,+91-9693714903,"428 Street, City-93, State-3",2040-09-06,Cancelled,Amazon,False,North
AMA-142549,PID-1180,Headphones,Fashion,2,942.12,2040-09-03,CUST-3131,Jane,customer120@example.com,+91-9009160548,"330 Street, City-99, State-12",2040-09-07,In Transit,Amazon,True,West
AMA-902126,PID-1369,Shoes,Books,9,547.02,2040-09-04,CUST-6252,Alex,customer885@example.com,+91-7681294036,"16 Street, City-64, State-21",2040-09-08,In Transit,Amazon,False,North
AMA-355930,PID-4344,Shoes,Accessories,3,959.64,2040-09-05,CUST-1924,John,customer730@example.com,+91-7753964605,"245 Street, City-12, State-18",2040-09-09,Cancelled,Amazon,False,North
AMA-657840,PID-5469,Headphones,Books,10,344.51,2040-09-06,CUST-7512,Jane,customer226@example.com,+91-7723535120,"422 Street, City-63, State-12",2040-09-10,In Transit,Amazon,True,South
AMA-556297,PID-5543,Watch,Electronics,8,742.62,2040-09-07,CUST-6902,Sam,customer308@example.com,+91-9849699970,"475 Street, City-54, State-29",2040-09-11,Cancelled,Amazon,True,West
